date,Vgas_m3,Qboiler_prod_Gcal,air_temp_daily,Qgas_ccal_m3,T1_c_mean,T2_c_mean
2024-06-12,1341.0,266.14,21.620833333333334,8492,64.0,44.3
2024-06-13,1262.0,266.14,19.704166666666666,8492,64.0,44.3
2024-06-14,1398.0,266.14,18.491666666666667,8492,64.0,44.3
2024-06-15,1324.0,266.14,19.5,8492,64.0,44.3
2024-06-16,1340.0,266.14,21.029166666666665,8492,64.0,44.3
2024-06-17,1317.0,266.14,20.433333333333334,8492,64.0,44.3
2024-06-18,1338.0,266.14,20.091666666666665,8492,64.0,44.3
2024-06-19,1404.0,266.14,21.170833333333334,8492,64.0,44.3
2024-06-20,1423.0,266.14,18.01666666666667,8492,64.0,44.3
2024-06-21,1464.0,266.14,16.866666666666667,8492,64.0,44.3
2024-06-22,1318.0,266.14,16.925,8492,64.0,44.3
2024-06-23,1359.0,266.14,17.358333333333334,8492,64.0,44.3
2024-06-24,1394.0,266.14,16.741666666666667,8492,64.0,44.3
2024-06-25,1425.0,266.14,17.916666666666668,8492,64.0,44.3
2024-06-26,1308.0,266.14,18.3125,8492,64.0,44.3
2024-06-27,1299.0,266.14,19.766666666666666,8492,64.0,44.3
2024-06-28,1335.0,266.14,21.14166666666667,8492,64.0,44.3
2024-06-29,1279.0,266.14,24.099999999999998,8492,64.0,44.3
2024-06-30,1166.0,266.14,24.333333333333332,8492,64.0,44.3
2024-07-01,1236.0,210.378,25.8625,8467,64.0,44.3
2024-07-02,1356.0,210.378,26.662499999999998,8467,64.0,44.3
2024-07-03,1176.0,210.378,26.15416666666667,8467,64.0,44.3
2024-07-04,1232.0,210.378,26.087500000000002,8467,64.0,44.3
2024-07-05,1223.0,210.378,22.879166666666666,8467,64.0,44.3
2024-07-06,1360.0,210.378,18.912499999999998,8467,64.0,44.3
2024-07-07,1152.0,210.378,20.908333333333335,8467,64.0,44.3
2024-07-08,1187.0,210.378,22.354166666666668,8467,64.0,44.3
2024-07-09,1312.0,210.378,23.866666666666664,8467,64.0,44.3
2024-07-10,1227.0,210.378,21.808333333333334,8467,64.0,44.3
2024-07-11,1312.0,210.378,21.8625,8467,64.0,44.3
2024-07-12,1325.0,210.378,23.15833333333333,8467,64.0,44.3
2024-07-13,1270.0,210.378,23.795833333333334,8467,64.0,44.3
2024-07-14,1140.0,210.378,24.9375,8467,64.0,44.3
2024-07-15,1206.0,210.378,24.77916666666667,8467,64.0,44.3
2024-07-16,1144.0,210.378,24.495833333333334,8467,64.0,44.3
2024-07-17,1301.0,210.378,25.0,8467,64.0,44.3
2024-07-18,1230.0,210.378,24.224999999999998,8467,64.0,44.3
2024-07-19,1296.0,210.378,20.837500000000002,8467,64.0,44.3
2024-07-20,1080.0,210.378,19.991666666666667,8467,64.0,44.3
2024-07-21,1233.0,210.378,19.945833333333333,8467,64.0,44.3
2024-07-22,1233.0,210.378,18.683333333333334,8467,64.0,44.3
2024-07-23,1251.0,210.378,19.004166666666666,8467,64.0,44.3
2024-07-24,994.0,210.378,20.045833333333334,8467,64.0,44.3
2024-07-25,926.0,210.378,20.208333333333332,8467,64.0,44.3
2024-07-26,903.0,210.378,19.325,8467,64.0,44.3
2024-07-27,1189.0,210.378,21.337500000000002,8467,64.0,44.3
2024-07-28,1064.0,210.378,20.5625,8467,64.0,44.3
2024-07-29,1118.0,210.378,17.9375,8467,64.0,44.3
2024-07-30,1351.0,210.378,17.3125,8467,64.0,44.3
2024-07-31,1243.0,210.378,16.808333333333334,8467,64.0,44.3
2024-08-01,644.0,132.301,16.541666666666668,8379,64.0,44.3
2024-08-02,0.0,132.301,17.212500000000002,8379,64.0,44.3
2024-08-03,0.0,132.301,18.3,8379,64.0,44.3
2024-08-04,0.0,132.301,17.8875,8379,64.0,44.3
2024-08-05,0.0,132.301,18.533333333333335,8379,64.0,44.3
2024-08-06,0.0,132.301,18.8625,8379,64.0,44.3
2024-08-07,0.0,132.301,19.087500000000002,8379,64.0,44.3
2024-08-08,0.0,132.301,18.408333333333335,8379,64.0,44.3
2024-08-09,0.0,132.301,17.695833333333333,8379,64.0,44.3
2024-08-10,0.0,132.301,18.979166666666668,8379,64.0,44.3
2024-08-11,0.0,132.301,16.616666666666667,8379,64.0,44.3
2024-08-12,0.0,132.301,15.316666666666668,8379,64.0,44.3
2024-08-13,0.0,132.301,15.779166666666667,8379,64.0,44.3
2024-08-14,0.0,132.301,16.825,8379,64.0,44.3
2024-08-15,7.0,132.301,15.5,8379,64.0,44.3
2024-08-16,3666.0,132.301,17.354166666666668,8379,64.0,44.3
2024-08-17,1265.0,132.301,19.854166666666668,8379,64.0,44.3
2024-08-18,1119.0,132.301,21.150000000000002,8379,64.0,44.3
2024-08-19,1174.0,132.301,21.916666666666668,8379,64.0,44.3
2024-08-20,1266.0,132.301,20.091666666666665,8379,64.0,44.3
2024-08-21,1159.0,132.301,17.770833333333332,8379,64.0,44.3
2024-08-22,1314.0,132.301,19.341666666666665,8379,64.0,44.3
2024-08-23,1180.0,132.301,18.029166666666665,8379,64.0,44.3
2024-08-24,1134.0,132.301,17.766666666666666,8379,64.0,44.3
2024-08-25,1049.0,132.301,20.104166666666668,8379,64.0,44.3
2024-08-26,1128.0,132.301,21.575,8379,64.0,44.3
2024-08-27,1288.0,132.301,22.608333333333334,8379,64.0,44.3
2024-08-28,1133.0,132.301,20.825,8379,64.0,44.3
2024-08-29,1145.0,132.301,19.1125,8379,64.0,44.3
2024-08-30,1232.0,132.301,18.474999999999998,8379,64.0,44.3
2024-08-31,1185.0,132.301,19.583333333333332,8379,64.0,44.3
2024-09-01,1112.0,255.92600000000002,22.245833333333334,8362,64.0,44.3
2024-09-02,1049.0,255.92600000000002,19.9,8362,64.0,44.3
2024-09-03,1165.0,255.92600000000002,19.433333333333334,8362,64.0,44.3
2024-09-04,1079.0,255.92600000000002,17.170833333333334,8362,64.0,44.3
2024-09-05,1299.0,255.92600000000002,14.704166666666666,8362,64.0,44.3
2024-09-06,1319.0,255.92600000000002,16.145833333333332,8362,64.0,44.3
2024-09-07,1284.0,255.92600000000002,17.6375,8362,64.0,44.3
2024-09-08,1241.0,255.92600000000002,17.275000000000002,8362,64.0,44.3
2024-09-09,1243.0,255.92600000000002,18.320833333333333,8362,64.0,44.3
2024-09-10,1302.0,255.92600000000002,19.483333333333334,8362,64.0,44.3
2024-09-11,1298.0,255.92600000000002,20.116666666666667,8362,64.0,44.3
2024-09-12,1206.0,255.92600000000002,21.254166666666666,8362,64.0,44.3
2024-09-13,1304.0,255.92600000000002,21.245833333333334,8362,64.0,44.3
2024-09-14,1214.0,255.92600000000002,18.974999999999998,8362,64.0,44.3
2024-09-15,1197.0,255.92600000000002,18.183333333333334,8362,64.0,44.3
2024-09-16,1338.0,255.92600000000002,17.108333333333334,8362,64.0,44.3
2024-09-17,1264.0,255.92600000000002,17.208333333333332,8362,64.0,44.3
2024-09-18,1363.0,255.92600000000002,17.041666666666668,8362,64.0,44.3
2024-09-19,1247.0,255.92600000000002,15.958333333333334,8362,64.0,44.3
2024-09-20,1703.0,255.92600000000002,15.0875,8362,64.0,44.3
2024-09-21,1344.0,255.92600000000002,15.795833333333334,8362,64.0,44.3
2024-09-22,1280.0,255.92600000000002,9.783333333333333,8362,64.0,44.3
2024-09-23,1861.0,255.92600000000002,9.262500000000001,8362,64.0,43.8
2024-09-24,1915.0,255.92600000000002,12.1875,8362,64.0,44.3
2024-09-25,1686.0,255.92600000000002,16.054166666666667,8362,64.0,44.3
2024-09-26,1602.0,255.92600000000002,16.5125,8362,64.0,44.3
2024-09-27,1409.0,255.92600000000002,16.320833333333333,8362,64.0,44.3
2024-09-28,1661.0,255.92600000000002,17.945833333333333,8362,64.0,44.3
2024-09-29,1292.0,255.92600000000002,15.283333333333333,8362,64.0,44.3
2024-09-30,1461.0,255.92600000000002,10.304166666666667,8362,64.0,44.3
2024-10-01,2362.0,1084.0197982138732,11.7875,8246,64.0,44.3
2024-10-02,2612.0,1084.0197982138732,12.9625,8246,64.0,44.3
2024-10-03,2641.0,1084.0197982138732,12.841666666666667,8246,64.0,44.3
2024-10-04,2381.0,1084.0197982138732,11.033333333333333,8246,64.0,44.3
2024-10-05,2514.0,1084.0197982138732,10.083333333333334,8246,64.0,44.3
2024-10-06,3394.0,1084.0197982138732,8.895833333333334,8246,64.0,43.8
2024-10-07,2690.0,1084.0197982138732,13.762500000000001,8246,64.0,44.3
2024-10-08,3057.0,1084.0197982138732,12.275,8246,64.0,44.3
2024-10-09,4210.0,1084.0197982138732,7.433333333333334,8246,64.0,43.3
2024-10-10,5140.0,1084.0197982138732,8.004166666666666,8246,64.0,43.3
2024-10-11,7408.0,1084.0197982138732,10.045833333333333,8246,64.0,44.3
2024-10-12,6327.0,1084.0197982138732,9.9375,8246,64.0,44.3
2024-10-13,6318.0,1084.0197982138732,5.679166666666667,8246,64.0,42.8
2024-10-14,8498.0,1084.0197982138732,1.8333333333333333,8246,70.0,42.0
2024-10-15,11387.0,1084.0197982138732,5.579166666666667,8246,64.0,42.8
2024-10-16,8510.0,1084.0197982138732,5.120833333333334,8246,66.0,42.3
2024-10-17,10922.0,1084.0197982138732,2.0458333333333334,8246,70.0,42.0
2024-10-18,9618.0,1084.0197982138732,1.4833333333333334,8246,72.0,43.0
2024-10-19,11526.0,1084.0197982138732,2.8208333333333333,8246,69.0,42.0
2024-10-20,8920.0,1084.0197982138732,6.2375,8246,64.0,42.8
2024-10-21,8796.0,1084.0197982138732,6.770833333333333,8246,64.0,43.3
2024-10-22,7051.0,1084.0197982138732,7.5375000000000005,8246,64.0,43.3
2024-10-23,6847.0,1084.0197982138732,8.991666666666667,8246,64.0,43.8
2024-10-24,7499.0,1084.0197982138732,7.195833333333333,8246,64.0,43.3
2024-10-25,9557.0,1084.0197982138732,4.070833333333334,8246,68.0,42.0
2024-10-26,12426.0,1084.0197982138732,3.85,8246,68.0,42.0
2024-10-27,9100.0,1084.0197982138732,5.008333333333334,8246,66.0,42.3
2024-10-28,9288.0,1084.0197982138732,6.204166666666667,8246,64.0,42.8
2024-10-29,9359.0,1084.0197982138732,5.070833333333334,8246,66.0,42.3
2024-10-30,12228.0,1084.0197982138732,4.675,8246,66.0,42.3
2024-10-31,10242.0,1084.0197982138732,2.9958333333333336,8246,69.0,42.0
2024-11-01,11973.0,2573.8489999999997,6.004166666666666,8150,64.0,42.8
2024-11-02,12873.0,2573.8489999999997,-0.10833333333333332,8150,75.0,44.0
2024-11-03,13965.0,2573.8489999999997,-0.08750000000000001,8150,75.0,44.0
2024-11-04,13920.0,2573.8489999999997,-0.9916666666666667,8150,77.5,45.0
2024-11-05,14301.0,2573.8489999999997,-1.4166666666666667,8150,77.5,45.0
2024-11-06,14528.0,2573.8489999999997,-0.46249999999999997,8150,75.0,44.0
2024-11-07,12148.0,2573.8489999999997,3.9875000000000003,8150,68.0,42.0
2024-11-08,10813.0,2573.8489999999997,3.704166666666667,8150,68.0,42.0
2024-11-09,11278.0,2573.8489999999997,4.195833333333334,8150,68.0,42.0
2024-11-10,10868.0,2573.8489999999997,3.2541666666666664,8150,69.0,42.0
2024-11-11,15242.0,2573.8489999999997,-0.21666666666666667,8150,75.0,44.0
2024-11-12,14344.0,2573.8489999999997,-0.24583333333333335,8150,75.0,44.0
2024-11-13,13715.0,2573.8489999999997,0.7999999999999999,8150,72.0,43.0
2024-11-14,14529.0,2573.8489999999997,-0.37916666666666665,8150,75.0,44.0
2024-11-15,14624.0,2573.8489999999997,0.1708333333333333,8150,75.0,44.0
2024-11-16,13537.0,2573.8489999999997,3.5625,8150,68.0,42.0
2024-11-17,10516.0,2573.8489999999997,4.908333333333333,8150,66.0,42.3
2024-11-18,10690.0,2573.8489999999997,3.6958333333333333,8150,68.0,42.0
2024-11-19,12044.0,2573.8489999999997,1.9583333333333333,8150,70.0,42.0
2024-11-20,13085.0,2573.8489999999997,3.3541666666666665,8150,69.0,42.0
2024-11-21,10421.0,2573.8489999999997,6.770833333333333,8150,64.0,43.3
2024-11-22,12245.0,2573.8489999999997,0.1875,8150,75.0,44.0
2024-11-23,17205.0,2573.8489999999997,0.31666666666666665,8150,75.0,44.0
2024-11-24,18296.0,2573.8489999999997,-3.341666666666667,8150,81.5,47.0
2024-11-25,18210.0,2573.8489999999997,-4.058333333333333,8150,84.5,48.0
2024-11-26,18831.0,2573.8489999999997,-3.6916666666666664,8150,84.5,48.0
2024-11-27,19514.0,2573.8489999999997,-3.4166666666666665,8150,81.5,47.0
2024-11-28,17535.0,2573.8489999999997,-2.379166666666667,8150,80.0,46.0
2024-11-29,18436.0,2573.8489999999997,0.008333333333333333,8150,75.0,44.0
2024-11-30,16590.0,2573.8489999999997,0.2791666666666667,8150,75.0,44.0
2024-12-01,15934.0,4118.0,0.8416666666666667,8144,72.0,43.0
2024-12-02,15829.0,4118.0,-0.8624999999999999,8144,77.5,45.0
2024-12-03,17452.0,4118.0,0.35000000000000003,8144,75.0,44.0
2024-12-04,14771.0,4118.0,-1.2583333333333333,8144,77.5,45.0
2024-12-05,18110.0,4118.0,-5.379166666666666,8144,87.0,49.0
2024-12-06,19655.0,4118.0,-5.2625,8144,87.0,49.0
2024-12-07,18916.0,4118.0,-3.0083333333333333,8144,81.5,47.0
2024-12-08,16254.0,4118.0,-2.6333333333333333,8144,81.5,47.0
2024-12-09,16171.0,4118.0,-2.1166666666666667,8144,80.0,46.0
2024-12-10,18246.0,4118.0,-4.8999999999999995,8144,87.0,49.0
2024-12-11,19183.0,4118.0,-3.8249999999999997,8144,84.5,48.0
2024-12-12,17036.0,4118.0,-3.6791666666666667,8144,84.5,48.0
2024-12-13,19642.0,4118.0,-7.666666666666667,8144,93.5,52.0
2024-12-14,22626.0,4118.0,-5.9125000000000005,8144,89.0,50.0
2024-12-15,18701.0,4118.0,-4.3125,8144,84.5,48.0
2024-12-16,16934.0,4118.0,-1.4625000000000001,8144,77.5,45.0
2024-12-17,16316.0,4118.0,-2.8708333333333336,8144,81.5,47.0
2024-12-18,22442.0,4118.0,-11.120833333333332,8144,100.0,56.0
2024-12-19,26980.0,4118.0,-11.691666666666668,8144,102.0,57.0
2024-12-20,18904.0,4118.0,1.6833333333333333,8144,70.0,42.0
2024-12-21,12622.0,4118.0,-0.8374999999999999,8144,77.5,45.0
2024-12-22,17478.0,4118.0,-3.8791666666666664,8144,84.5,48.0
2024-12-23,17123.0,4118.0,-2.4458333333333333,8144,80.0,46.0
2024-12-24,17732.0,4118.0,-0.3041666666666667,8144,75.0,44.0
2024-12-25,17132.0,4118.0,-1.0166666666666666,8144,77.5,45.0
2024-12-26,15788.0,4118.0,-0.13333333333333333,8144,75.0,44.0
2024-12-27,15048.0,4118.0,0.45,8144,75.0,44.0
2024-12-28,17753.0,4118.0,-0.8250000000000001,8144,77.5,45.0
2024-12-29,15681.0,4118.0,-0.37083333333333335,8144,75.0,44.0
2024-12-30,15484.0,4118.0,0.4041666666666666,8144,75.0,44.0
2024-12-31,16302.0,4118.0,-1.0791666666666666,8144,77.5,45.0
